236868.3745,-6.889030011,667.9256562,10.07865889
236880.3743,-9.202382038,668.6704241,10.14623558
236892.3743,-9.709475494,669.8815754,10.18948467
236916.3743,-9.990024451,673.0122364,10.18407853
236928.3711,-11.03400468,671.5956159,10.17056319
236940.3746,-11.29706251,673.6241972,10.14623558
236952.3709,-13.65904729,673.4091598,10.10568957
236964.3749,-12.14866736,675.1832708,10.08947116
236988.3699,-15.64332018,676.61193,10.00567605
237012.3745,-16.37957895,676.7631139,9.986754578
237024.3739,-17.25994551,677.4108371,9.935396288
237036.3715,-18.07556254,679.7230587,9.892147202
237060.3717,-17.67271945,679.2191157,9.784024486
237072.3695,-19.92544248,679.6714099,9.746181535
237084.3733,-20.37267193,682.2916183,9.719150857
237096.373,-21.33956635,682.0162227,9.746181535
237120.4465,-21.36505662,682.1525112,9.973239239
237132.3731,-21.02863566,684.347842,10.11650184
237144.3743,-23.1026379,683.2254271,10.23813989
237180.4418,-24.84196813,686.1008229,10.50574361
237192.3808,-25.28076171,687.250714,10.56521111
237204.3711,-23.91610066,688.3385259,10.60035099
237252.4298,-26.76669933,692.1193184,10.43816692
237264.3729,-28.57652353,691.1652596,10.38680863
237276.3741,-29.11741345,691.6989873,10.34355954
237288.2978,-28.10505654,693.2309829,10.33274727
237312.3732,-29.29732609,694.6984251,10.35166874
237324.3748,-30.24672323,695.4555801,10.37059022
237336.2854,-31.6977064,695.3568243,10.34355954
237348.4233,-31.56429095,695.6621991,10.31382579
237360.3743,-33.11148797,696.5516189,10.28138898
237372.3689,-31.4372353,697.5129747,10.24084296
237384.3717,-34.05765263,696.9691397,10.18407853
237408.3711,-35.75269678,696.9770161,10.05433128
237420.375,-36.71599957,699.7889944,10.01378526
237432.3696,-36.57334462,699.7315886,9.989457646
237444.3699,-35.2250907,698.7786829,9.989457646
237456.3744,-36.3723497,699.5463531,9.986754578
237468.2984,-39.43219538,699.5529037,9.957020831
237480.3747,-39.7686437,701.4499259,9.940802424
237492.3746,-40.13475144,700.8158369,9.89485027
237504.3711,-40.10569304,700.2570814,9.821867437
237516.3745,-40.36551447,702.2814477,9.7407754
237528.3718,-41.66936202,704.4488442,9.629949616
237540.3749,-41.57347143,704.1162135,9.529936104
237576.3697,-44.69362315,704.8206617,9.192052617
237588.3717,-44.93960928,706.5792204,9.140694327
237612.374,-46.42457696,705.7830797,9.16231887
237624.3742,-47.41104656,707.5582847,9.219083296
237648.371,-47.86096309,707.3835045,9.400188845
237672.3709,-51.10259867,708.9167704,9.583997462
237684.3695,-50.86308627,709.4198456,9.635355752
237696.371,-51.0347013,709.8019983,9.662386431
237708.3692,-51.08909475,710.6019077,9.678604838
237732.3707,-55.49346669,711.2278922,9.767806079
237744.3691,-53.04611603,712.2911521,9.794836758
237756.3739,-52.71784557,712.0079069,9.813758233
237768.3711,-54.62367747,714.4013668,9.851601183
237780.3706,-56.13878228,714.2146695,9.886741066
237792.3708,-55.50482883,715.6860205,9.940802424
237804.3723,-57.42922258,715.2896053,10.00026992
237828.3722,-58.43108623,714.9874013,10.08947116
237840.374,-57.63401955,715.8783256,10.12190797
237864.3709,-59.54188846,718.3278391,10.19759387
237888.3371,-60.46156756,717.969949,10.24895216
237912.3707,-59.80560668,719.7531287,10.32463806
237924.3811,-61.79190677,721.5944969,10.33545034
237936.3748,-61.71554632,722.6781856,10.34626261
237960.3744,-61.91741687,722.9843849,10.41113624
237996.375,-62.83699912,724.1843658,10.43816692
238008.3778,-63.56042436,724.0847056,10.45438532
238020.375,-65.15397845,725.3124724,10.46249453
238032.3748,-67.5159546,726.1454493,10.45979146
238044.3753,-65.09446814,726.1748685,10.44086998
238056.3753,-65.75165521,727.4956899,10.44086998
238068.3755,-66.57611194,727.6509049,10.4057301
238080.3724,-67.97008094,728.8166218,10.36788715
238092.3726,-68.58438019,729.2425474,10.30841966
